Customer_ID,Store_ID,Transaction_Amount,Basket_Size,Visit_Day,Customer_Age
5049,S002,75.54,4,Wed,33
5050,S002,66.8,4,Thu,23
5051,S001,65.15,6,Wed,41
5052,S004,64.43,5,Sat,56
5053,S001,89.65,5,Sat,66
5054,S002,62.36,4,Tue,46
5055,S002,72.28,6,Fri,32
5056,S003,110.64,3,Tue,52
5057,S001,66.79,3,Wed,42
5058,S002,77.3,5,Wed,55
5059,S004,83.35,4,Fri,66
5060,S002,86.23,7,Thu,19
5061,S002,72.52,10,Fri,57
5062,S001,69.58,1,Sat,21
5063,S003,91.68,5,Sat,42
5064,S004,67.18,1,Sun,42
5065,S002,91.07,2,Mon,47
5066,S003,83.69,7,Sat,62
5067,S001,81.51,4,Sat,54
5068,S004,53.17,5,Tue,61
5069,S004,52.87,3,Fri,23
5070,S003,54.95,4,Mon,25
5071,S003,74.97,3,Fri,36
5072,S003,88.14,8,Tue,58
5073,S001,98.54,3,Tue,55
5074,S001,71.78,5,Wed,46
5075,S004,79.86,8,Thu,44
5076,S004,66.59,5,Sat,43
5077,S002,61.36,3,Thu,20
5078,S002,44.08,7,Thu,31
5079,S002,66.17,5,Wed,69
5080,S003,92.2,5,Sun,25
5081,S003,86.37,6,Thu,43
5082,S003,85.19,5,Thu,30
5083,S001,88.48,3,Fri,54
5084,S002,80.6,4,Sat,55
5085,S004,95.19,7,Fri,51
5086,S001,86.48,3,Wed,20
5087,S003,84.57,4,Thu,68
5088,S004,60.62,5,Thu,43
5089,S002,59.89,4,Sat,18
5090,S001,49.45,3,Sun,21
5091,S004,94.35,5,Wed,32
5092,S004,89.34,3,Sun,62
5093,S002,87.64,2,Fri,69
5094,S002,67.98,4,Mon,69
5095,S002,69.43,5,Tue,32
5096,S003,93.49,6,Mon,25
5097,S003,77.91,8,Thu,62
5098,S002,92.19,6,Tue,47
5099,S004,86.74,4,Fri,20
5100,S003,81.44,9,Sun,25
5101,S004,52.88,5,Fri,36
5102,S001,77.62,5,Sun,33
5103,S001,77.7,4,Tue,40
5104,S001,104.95,9,Wed,46
5105,S003,76.29,2,Mon,21
5106,S002,94.61,7,Wed,41
5107,S001,69.75,3,Tue,59
5108,S001,34.54,6,Wed,45
5109,S004,69.84,3,Thu,65
5110,S003,91.92,6,Wed,46
5111,S003,55.37,3,Mon,26
5112,S004,75.99,2,Tue,54
5113,S003,78.27,4,Thu,53
5114,S004,92.74,1,Mon,62
5115,S002,79.69,3,Thu,52
5116,S004,45.89,7,Sun,54
5117,S002,50.85,6,Thu,49
5118,S003,94.8,1,Wed,54
5119,S001,60.47,4,Sat,47
5120,S003,72.86,2,Fri,57
5121,S001,83.63,5,Mon,53
5122,S003,106.02,4,Wed,19
5123,S004,96.3,4,Wed,59
5124,S004,100.03,4,Mon,18
5125,S002,42.64,1,Thu,32
5126,S004,71.08,5,Fri,64
5127,S001,52.65,10,Sat,21
5128,S004,73.75,5,Mon,40
5129,S002,82.3,4,Fri,39
5130,S001,84.89,1,Sat,43
5131,S001,84.4,8,Sat,59
5132,S003,106.79,3,Fri,55
5133,S001,84.57,8,Sat,27
5134,S004,69.81,6,Fri,31
5135,S003,94.68,8,Tue,60
5136,S002,52.41,7,Wed,32
5137,S003,70.7,3,Thu,19
5138,S002,112.34,7,Sun,20
5139,S002,99.72,10,Tue,35
5140,S003,59.25,3,Sun,44
5141,S001,119.82,7,Tue,33
5142,S004,63.0,7,Tue,67
5143,S002,88.58,6,Wed,62
5144,S001,113.77,5,Sat,61
5145,S002,69.57,5,Thu,51
5146,S004,25.02,5,Mon,18
5147,S002,90.98,5,Fri,46
5148,S002,40.3,4,Mon,53
5149,S003,58.02,4,Fri,37
5150,S003,70.19,3,Sat,38
5151,S002,75.05,6,Tue,43
5152,S004,57.87,5,Sat,32
5153,S003,39.69,2,Thu,50
5154,S003,75.46,8,Sat,32
5155,S002,98.36,5,Fri,42
5156,S002,106.95,2,Thu,53
5157,S004,87.28,4,Tue,31
5158,S003,71.88,6,Tue,48
5159,S003,50.5,5,Tue,52
5160,S002,96.38,4,Sun,20
5161,S003,91.01,7,Sat,34
5162,S002,93.16,4,Sat,69
5163,S001,63.38,2,Fri,37
5164,S002,62.81,7,Tue,36
5165,S002,91.83,1,Wed,58
5166,S002,92.15,5,Sun,59
5167,S001,91.39,2,Wed,49
5168,S002,113.33,3,Thu,35
5169,S002,50.04,0,Fri,46
5170,S002,77.55,6,Sun,48
5171,S001,99.05,9,Sat,31
5172,S001,87.57,7,Tue,54
5173,S004,111.78,6,Wed,53
5174,S003,90.06,4,Thu,37
5175,S001,63.38,4,Fri,37
5176,S002,71.03,5,Fri,22
5177,S002,124.4,5,Sun,55
5178,S004,86.74,7,Wed,60
5179,S003,67.05,4,Sun,36
5180,S004,83.67,9,Tue,53
5181,S003,85.01,9,Sun,52
5182,S002,99.74,8,Thu,25
5183,S004,54.62,6,Wed,56
5184,S003,65.56,5,Sat,51
5185,S001,77.86,6,Tue,57
5186,S004,61.71,7,Sun,34
5187,S002,94.98,2,Wed,61
5188,S004,60.54,0,Thu,38
5189,S002,56.51,6,Mon,61
5190,S001,61.87,6,Wed,43
5191,S002,111.3,5,Sat,57
5192,S002,95.96,5,Sat,20
5193,S001,86.93,9,Wed,25
5194,S003,81.32,9,Tue,21
5195,S002,43.59,4,Wed,26
5196,S001,14.04,7,Sun,46
5197,S001,45.18,5,Mon,44
5198,S003,63.76,4,Mon,52
5199,S004,43.48,2,Sat,50
5200,S004,69.42,8,Wed,32
5201,S004,74.63,4,Thu,55
5202,S003,68.15,4,Tue,36
5203,S002,83.65,2,Fri,27
5204,S001,76.68,6,Tue,22
5205,S002,43.81,5,Thu,19
5206,S004,27.09,6,Fri,45
5207,S004,88.3,2,Sat,63
5208,S001,93.33,10,Sun,24
5209,S001,61.01,3,Mon,27
5210,S002,90.19,8,Tue,44
5211,S002,114.31,2,Thu,69
5212,S004,118.56,7,Sat,21
5213,S001,102.36,2,Fri,18
5214,S001,81.37,5,Tue,38
5215,S004,47.49,9,Sun,63
5216,S004,64.18,10,Mon,40
5217,S004,48.52,3,Sun,69
5218,S004,74.03,4,Sun,38
5219,S002,45.51,3,Mon,51
5220,S003,36.88,3,Thu,67
5221,S004,84.17,7,Wed,54
5222,S001,47.87,8,Mon,51
5223,S003,32.95,4,Sat,56
5224,S004,42.68,3,Sun,20
5225,S002,58.78,12,Tue,63
5226,S004,88.67,7,Sun,65
5227,S004,81.86,5,Sun,62
5228,S004,96.36,5,Mon,47
5229,S003,82.93,4,Thu,18
5230,S003,102.5,7,Thu,47
5231,S004,36.5,5,Tue,19
5232,S001,43.76,9,Mon,48
5233,S001,82.13,7,Thu,39
5234,S004,78.22,8,Wed,62
5235,S003,65.8,5,Wed,65
5236,S001,44.72,3,Sun,62
5237,S003,79.66,5,Sun,65
5238,S003,49.76,2,Wed,68
5239,S004,59.98,6,Wed,32
5240,S004,54.67,5,Sun,69
5241,S004,64.87,3,Tue,43
5242,S004,113.29,4,Tue,52
5243,S002,101.11,9,Thu,54
5244,S003,67.84,8,Sun,32
5245,S002,81.82,2,Thu,60
5246,S001,89.32,5,Sat,27
5247,S003,56.95,4,Thu,46
5248,S002,93.12,6,Wed,68
5249,S002,47.81,6,Wed,47
5250,S004,80.13,3,Thu,55
5251,S004,87.74,10,Sat,31
5252,S002,84.01,5,Wed,68
5253,S003,116.12,7,Sun,19
5254,S001,84.35,11,Thu,53
5255,S003,83.02,3,Tue,18
5256,S004,97.84,11,Fri,27
5257,S001,59.39,9,Wed,34
5258,S002,92.51,2,Sat,54
5259,S003,97.18,2,Sun,28
5260,S002,65.52,3,Sun,26
5261,S001,54.06,4,Sun,52
5262,S002,86.39,4,Fri,60
5263,S002,104.22,9,Fri,41
5264,S001,80.88,3,Sat,48
5265,S001,47.81,8,Sat,69
5266,S002,86.9,3,Mon,30
5267,S001,64.48,4,Wed,31
5268,S003,88.96,7,Fri,32
5269,S003,127.38,7,Sun,39
5270,S001,110.72,4,Thu,55
5271,S004,102.63,3,Sun,58
5272,S003,82.29,6,Fri,25
5273,S002,87.83,5,Sat,64
5274,S001,68.64,5,Fri,58
5275,S004,61.61,4,Tue,61
5276,S003,92.06,5,Sun,28
5277,S001,63.77,2,Sat,48
5278,S004,88.08,5,Sat,45
5279,S003,60.65,2,Tue,43
5280,S001,89.34,5,Sun,19
5281,S004,68.33,5,Wed,28
5282,S002,49.61,5,Sat,67
5283,S004,68.62,4,Sat,35
5284,S004,73.1,4,Sun,52
5285,S002,107.87,6,Wed,19
5286,S004,83.21,7,Sat,22
5287,S001,61.42,6,Sat,46
5288,S003,64.31,6,Sat,21
5289,S003,77.47,7,Tue,55
5290,S001,61.26,4,Thu,24
5291,S003,83.65,3,Sun,31
5292,S003,55.2,4,Sun,67
5293,S001,82.04,2,Fri,56
5294,S004,74.26,5,Thu,27
5295,S003,76.91,5,Wed,26
5296,S002,92.85,7,Mon,34
5297,S003,47.21,7,Mon,28
5298,S004,80.82,5,Tue,33
5299,S001,77.87,3,Thu,37
5300,S001,51.0,4,Sun,46
5301,S001,51.84,4,Mon,36
5302,S002,79.04,4,Sat,19
5303,S003,40.34,4,Thu,49
5304,S001,67.2,5,Wed,18
5305,S004,81.88,3,Sun,20
5306,S001,86.22,8,Fri,36
5307,S001,27.53,1,Sun,31
5308,S003,84.35,4,Mon,42
5309,S003,57.49,6,Wed,64
5310,S003,82.68,7,Tue,30
5311,S004,89.28,6,Sat,34
5312,S003,74.68,2,Sun,42
5313,S003,70.35,4,Tue,52
5314,S003,47.68,5,Sat,51
5315,S001,111.03,6,Sat,61
5316,S004,77.19,3,Tue,68
5317,S002,56.72,4,Fri,61
5318,S004,32.67,5,Thu,63
5319,S001,105.7,3,Mon,46
5320,S002,105.34,3,Sat,19
5321,S004,59.34,2,Sat,30
5322,S001,92.52,11,Sun,23
5323,S001,68.3,3,Fri,26
5324,S002,62.48,6,Tue,52
5325,S001,97.18,7,Thu,45
5326,S002,78.32,4,Tue,30
5327,S004,82.72,8,Sat,53
5328,S002,117.93,3,Thu,47
5329,S002,45.36,4,Thu,39
5330,S001,72.91,5,Fri,53
5331,S003,75.46,5,Wed,21
5332,S001,48.5,0,Fri,31
5333,S001,74.08,2,Wed,18
5334,S004,70.6,2,Sun,40
5335,S002,81.45,2,Fri,42
5336,S004,37.59,1,Fri,28
5337,S004,69.28,2,Thu,43
5338,S002,102.67,6,Wed,39
5339,S004,76.51,6,Mon,67
5340,S003,90.6,6,Wed,43
5341,S002,98.71,3,Sun,57
5342,S004,96.59,4,Sat,65
5343,S003,105.65,6,Sat,41
5344,S001,84.67,1,Mon,33
5345,S002,89.22,1,Fri,55
5346,S001,100.95,10,Tue,61
5347,S004,86.26,9,Sat,23
5348,S003,108.2,5,Sun,41
5349,S003,68.88,6,Sat,39
5350,S003,95.01,5,Sat,37
5351,S001,79.8,6,Mon,43
5352,S003,115.07,5,Sat,69
5353,S003,54.45,6,Tue,24
5354,S001,69.2,6,Wed,28
5355,S001,81.79,3,Sun,50
5356,S003,63.93,5,Tue,22
5357,S004,78.71,8,Sun,36
5358,S004,58.83,7,Thu,66
5359,S002,44.13,6,Tue,23
5360,S003,74.99,6,Sat,49
5361,S002,96.76,6,Fri,40
5362,S001,88.69,3,Sat,27
5363,S001,38.15,6,Sat,30
5364,S001,87.21,4,Sun,21
5365,S001,102.46,7,Mon,37
5366,S004,53.8,3,Thu,48
5367,S001,98.99,4,Tue,43
5368,S001,50.54,5,Thu,19
5369,S004,97.37,7,Mon,40
5370,S001,62.23,5,Wed,29
5371,S002,97.01,5,Fri,49
5372,S003,38.0,8,Thu,29
5373,S003,114.52,4,Sun,27
5374,S001,82.5,7,Tue,34
5375,S001,93.05,1,Sun,49
5376,S001,88.33,7,Fri,48
5377,S004,64.18,5,Thu,55
5378,S003,52.23,4,Tue,63
5379,S002,92.33,5,Tue,54
5380,S004,60.46,3,Tue,30
5381,S004,63.85,5,Wed,57
5382,S004,81.67,6,Fri,60
5383,S002,79.84,4,Thu,31
5384,S002,77.71,3,Fri,50
5385,S003,76.27,3,Sun,25
5386,S002,85.14,8,Mon,59
5387,S001,71.05,4,Sat,54
5388,S001,71.73,3,Thu,64
5389,S003,135.62,7,Sat,20
5390,S002,62.37,6,Tue,42
5391,S003,69.71,4,Sat,63
5392,S003,50.45,8,Mon,55
5393,S002,54.16,5,Fri,59
5394,S004,69.33,6,Tue,22
5395,S002,91.74,4,Wed,57
5396,S001,46.26,5,Thu,57
5397,S002,66.76,3,Fri,47
5398,S004,71.55,3,Mon,43
5399,S002,28.44,7,Mon,29
5400,S001,63.53,6,Sat,61
5401,S001,84.29,2,Wed,37
5402,S004,72.95,1,Tue,47
5403,S004,93.25,10,Mon,20
5404,S001,56.8,6,Sat,44
5405,S001,102.75,3,Thu,30
5406,S002,89.16,2,Thu,36
5407,S003,43.18,4,Thu,21
5408,S003,78.87,5,Mon,46
5409,S004,92.2,8,Mon,66
5410,S004,81.73,6,Wed,19
5411,S003,84.01,5,Wed,20
5412,S001,88.03,9,Thu,55
5413,S004,73.47,4,Sun,65
5414,S002,63.65,11,Wed,57
5415,S003,69.07,3,Tue,69
5416,S002,51.03,5,Thu,20
5417,S002,96.86,5,Sat,38
5418,S001,65.9,1,Sat,57
5419,S004,93.15,6,Sat,51
5420,S004,76.54,5,Sat,53
5421,S004,92.49,3,Sat,63
5422,S001,69.47,7,Wed,54
5423,S002,99.76,5,Mon,41
5424,S002,73.67,4,Sun,52
5425,S002,50.13,3,Sun,26
5426,S002,65.85,4,Thu,34
5427,S004,90.01,3,Sun,60
5428,S004,88.11,4,Tue,54
5429,S002,69.59,5,Sat,36
5430,S002,43.17,8,Tue,49
5431,S001,93.35,6,Thu,44
5432,S004,38.63,3,Sun,30
5433,S004,61.77,4,Thu,66
5434,S002,95.83,3,Sun,52
5435,S004,100.13,4,Sat,21
5436,S004,64.42,6,Sat,64
5437,S002,59.26,3,Wed,19
5438,S003,84.52,4,Tue,66
5439,S003,103.01,6,Wed,48
5440,S003,67.18,6,Fri,39
5441,S004,68.36,3,Mon,39
5442,S001,72.45,6,Fri,50
5443,S004,68.03,5,Thu,50
5444,S002,63.25,4,Thu,25
5445,S001,66.92,6,Sat,60
5446,S002,49.75,3,Sat,31
5447,S001,69.53,5,Wed,40
5448,S001,38.4,4,Fri,19
5449,S001,97.54,2,Mon,52
5450,S001,56.79,7,Fri,39
5451,S003,93.73,8,Sat,59
5452,S001,109.09,8,Tue,63
5453,S001,46.19,6,Mon,31
5454,S002,77.43,4,Wed,23
5455,S002,60.14,6,Thu,37
5456,S003,67.1,8,Fri,49
5457,S001,62.56,2,Sat,43
5458,S002,54.46,4,Thu,18
5459,S001,82.98,8,Mon,57
5460,S001,50.93,5,Mon,68
5461,S004,76.76,8,Thu,29
5462,S001,54.75,2,Wed,18
5463,S002,120.41,4,Sun,25
5464,S004,71.03,8,Mon,18
5465,S004,95.29,6,Thu,57
5466,S002,63.47,6,Tue,57
5467,S001,71.3,2,Sat,25
5468,S001,93.44,4,Fri,69
5469,S001,46.57,7,Wed,43
5470,S004,68.91,8,Sun,33
5471,S002,92.56,1,Fri,32
5472,S004,84.68,4,Fri,22
5473,S004,81.81,5,Mon,67
5474,S001,77.77,7,Tue,27
5475,S003,86.06,5,Wed,54
5476,S001,70.64,4,Sat,67
5477,S003,88.14,5,Mon,52
5478,S002,59.68,6,Tue,56
5479,S004,71.99,6,Thu,23
5480,S001,61.09,7,Wed,18
5481,S002,58.92,9,Sun,25
5482,S003,78.87,5,Sun,61
5483,S004,62.78,4,Mon,50
5484,S004,104.55,5,Sun,29
5485,S002,117.96,3,Mon,19
5486,S002,100.41,6,Wed,66
5487,S002,92.84,8,Fri,56
5488,S001,86.04,4,Tue,27
5489,S004,84.49,1,Fri,34
5490,S002,47.5,9,Fri,31
5491,S003,35.74,1,Wed,57
5492,S001,70.12,4,Sat,41
5493,S003,69.49,5,Sat,34
5494,S004,122.5,4,Fri,19
5495,S004,54.75,5,Fri,37
5496,S003,122.26,4,Sun,47
5497,S001,54.03,5,Mon,53
5498,S002,75.41,2,Tue,30
5499,S002,42.42,7,Wed,66
5500,S002,105.92,2,Tue,64
5501,S002,69.75,9,Thu,25
5502,S002,47.57,4,Mon,50
5503,S003,109.9,7,Tue,46
5504,S003,36.99,3,Sat,57
5505,S001,89.68,4,Thu,62
5506,S004,55.56,6,Fri,61
5507,S002,84.76,5,Mon,34
5508,S004,91.85,9,Tue,66
5509,S002,74.93,6,Tue,26
5510,S002,98.22,1,Tue,19
5511,S003,72.11,6,Tue,58
5512,S001,67.27,3,Thu,35
5513,S002,50.88,6,Fri,50
5514,S004,38.15,7,Mon,47
5515,S001,31.47,4,Mon,69
5516,S003,85.8,5,Sun,62
5517,S002,64.54,4,Tue,33
5518,S003,88.73,5,Sun,47
5519,S002,109.51,8,Sun,63
5520,S004,93.91,5,Fri,21
5521,S001,50.46,2,Mon,32
5522,S004,64.42,5,Sun,39
5523,S002,63.85,3,Fri,35
5524,S002,97.8,9,Tue,42
5525,S003,92.06,6,Fri,25
5526,S001,59.25,4,Tue,36
5527,S004,104.72,3,Sun,35
5528,S001,67.07,7,Sun,18
5529,S002,57.69,2,Thu,48
5530,S004,88.37,4,Thu,56
5531,S003,48.08,3,Thu,65
5532,S002,97.2,4,Sun,20
5533,S003,125.75,7,Fri,33
5534,S004,106.56,3,Mon,64
5535,S004,70.85,5,Sat,19
5536,S002,98.62,4,Tue,69
5537,S002,102.75,8,Wed,60
5538,S003,83.69,7,Tue,20
5539,S002,95.37,5,Tue,66
5540,S001,68.06,4,Mon,57
5541,S001,73.6,6,Fri,66
5542,S003,88.7,2,Sun,54
5543,S003,59.12,6,Tue,62
5544,S002,96.62,3,Sat,41
5545,S002,59.25,2,Tue,31
5546,S001,84.75,4,Fri,46
5547,S003,63.22,8,Sun,18
5548,S003,87.86,7,Sun,54
5549,S001,64.26,4,Mon,33
5550,S003,74.36,6,Sun,19
5551,S002,62.29,4,Mon,29
5552,S003,80.68,3,Wed,50
5553,S003,60.54,1,Wed,35
5554,S002,108.52,3,Sun,38
5555,S002,47.5,4,Thu,18
5556,S001,71.26,5,Sun,69
5557,S001,63.98,3,Sat,58
5558,S001,79.5,5,Sun,46
5559,S004,76.93,8,Sun,26
5560,S004,85.69,3,Tue,61
5561,S003,83.36,6,Thu,46
5562,S002,53.92,5,Sun,50
5563,S003,109.07,8,Thu,67
5564,S002,72.92,5,Wed,61
5565,S002,63.62,5,Sat,32
5566,S003,77.9,1,Thu,54
5567,S003,105.2,6,Thu,62
5568,S004,58.84,2,Fri,36
5569,S003,78.27,3,Thu,50
5570,S002,82.36,4,Mon,52
5571,S002,47.61,10,Mon,28
5572,S003,56.95,8,Mon,61
5573,S002,77.84,5,Mon,31
5574,S004,66.29,5,Sun,36
5575,S002,104.42,3,Thu,36
5576,S003,49.01,2,Fri,53
5577,S002,72.2,8,Thu,37
5578,S001,83.11,4,Tue,50
5579,S003,56.44,3,Sun,67
5580,S004,66.98,3,Thu,28
5581,S001,71.34,3,Thu,47
5582,S001,65.13,1,Fri,65
5583,S001,98.62,4,Sat,30
5584,S004,66.41,4,Mon,31
5585,S001,80.17,7,Sun,20
5586,S001,62.95,3,Sat,52
5587,S004,41.1,4,Tue,44
5588,S001,26.44,6,Thu,36
5589,S003,81.72,6,Fri,68
5590,S003,75.02,3,Thu,48
5591,S002,87.9,7,Sun,26
5592,S003,75.03,6,Thu,22
5593,S001,100.24,4,Fri,66
5594,S003,62.41,4,Fri,31
5595,S004,96.51,1,Tue,34
5596,S004,41.11,6,Sat,35
5597,S004,83.28,5,Sun,69
5598,S001,56.97,5,Sat,64
5599,S004,56.69,10,Tue,68
5600,S001,80.5,5,Wed,48
5601,S003,39.51,5,Thu,48
5602,S004,99.85,4,Sat,60
5603,S001,104.71,8,Thu,57
5604,S001,88.16,6,Fri,43
5605,S001,65.11,5,Mon,69
5606,S001,92.16,4,Mon,25
5607,S004,24.49,6,Tue,48
5608,S001,66.17,2,Tue,33
5609,S003,75.72,6,Mon,24
5610,S001,80.27,4,Sun,47
5611,S003,77.79,2,Thu,23
5612,S003,70.77,4,Sun,63
5613,S003,53.3,3,Wed,42
5614,S004,92.33,7,Thu,40
5615,S003,88.73,7,Mon,34
5616,S003,59.24,3,Sun,43
5617,S001,80.13,1,Sun,41
5618,S003,87.55,3,Fri,31
5619,S004,86.53,4,Sun,22
5620,S004,95.75,8,Thu,56
5621,S004,57.1,8,Sun,58
5622,S003,60.25,8,Mon,30
5623,S002,63.53,4,Wed,35
5624,S003,105.94,6,Sun,18
5625,S003,95.36,5,Fri,18
5626,S002,47.9,6,Fri,34
5627,S003,105.17,7,Fri,34
5628,S001,44.97,6,Thu,52
5629,S003,66.34,4,Fri,21
5630,S002,60.53,4,Wed,19
5631,S003,49.7,6,Tue,68
5632,S001,111.71,2,Sun,21
5633,S003,56.02,5,Mon,23
5634,S004,90.69,1,Wed,39
5635,S001,72.99,3,Sat,64
5636,S004,56.66,7,Thu,25
5637,S004,62.5,2,Tue,29
5638,S001,64.13,7,Thu,26
5639,S004,80.87,6,Mon,63
5640,S002,89.95,8,Tue,42
5641,S002,71.48,3,Sat,35
5642,S001,89.83,5,Thu,29
5643,S004,78.27,7,Thu,34
5644,S003,82.83,10,Wed,41
5645,S002,54.19,4,Sun,37
5646,S002,106.93,6,Tue,45
5647,S001,109.32,7,Wed,18
5648,S004,56.61,7,Tue,58
5649,S002,64.69,6,Fri,53
5650,S003,82.73,2,Thu,64
5651,S004,82.0,6,Mon,19
5652,S002,87.03,3,Wed,18
5653,S004,69.54,9,Sat,31
5654,S003,95.22,6,Fri,23
5655,S004,67.78,6,Mon,57
5656,S001,56.29,9,Thu,67
5657,S001,75.23,3,Wed,65
5658,S004,53.25,3,Wed,58
5659,S002,50.93,6,Thu,30
5660,S002,63.41,3,Sat,54
5661,S004,76.73,5,Wed,19
5662,S004,60.8,4,Mon,23
5663,S001,76.06,5,Mon,47
5664,S002,60.66,12,Sun,28
5665,S002,73.1,5,Sun,21
5666,S003,82.85,6,Wed,63
5667,S002,54.22,7,Thu,68
5668,S001,98.28,2,Tue,30
5669,S004,84.36,3,Thu,65
5670,S001,100.39,6,Wed,64
5671,S001,86.71,6,Tue,31
5672,S003,91.11,6,Mon,29
5673,S004,85.92,3,Mon,57
5674,S002,74.61,5,Sun,60
5675,S004,73.4,5,Wed,36
5676,S003,60.94,7,Fri,43
5677,S001,68.33,5,Sat,57
5678,S001,92.53,7,Thu,62
5679,S001,68.45,5,Wed,60
5680,S001,73.2,4,Wed,55
5681,S003,59.39,6,Fri,49
5682,S004,106.95,2,Mon,64
5683,S001,73.31,6,Tue,23
5684,S003,58.24,6,Mon,56
5685,S002,100.84,5,Tue,34
5686,S002,82.6,5,Sun,62
5687,S004,96.3,3,Sun,44
5688,S004,65.17,5,Sun,27
5689,S002,82.59,2,Sat,21
5690,S004,81.16,5,Thu,52
5691,S003,49.97,4,Sat,20
5692,S002,92.15,8,Sat,48
5693,S002,75.91,0,Sun,58
5694,S001,57.01,4,Fri,44
5695,S001,78.64,3,Thu,47
5696,S004,67.03,2,Tue,68
5697,S003,66.51,9,Thu,47
5698,S003,84.52,3,Sat,44
5699,S002,64.61,9,Fri,35
5700,S001,93.17,2,Mon,31
5701,S001,69.85,6,Sat,19
5702,S002,88.34,6,Fri,42
5703,S002,104.09,7,Thu,35
5704,S002,88.93,7,Tue,65
5705,S004,66.95,4,Sat,36
5706,S003,83.74,3,Tue,56
5707,S003,72.1,8,Mon,19
5708,S004,60.57,7,Thu,52
5709,S001,36.9,5,Fri,28
5710,S001,78.79,3,Tue,40
5711,S001,117.71,11,Fri,49
5712,S004,105.25,4,Thu,43
5713,S004,104.08,7,Thu,65
5714,S003,42.23,6,Wed,51
5715,S001,43.18,7,Sun,63
5716,S001,61.12,5,Wed,67
5717,S001,57.43,5,Thu,39
5718,S004,58.85,2,Thu,43
5719,S003,67.38,3,Fri,28
5720,S003,91.19,4,Fri,38
5721,S002,80.6,6,Wed,32
5722,S001,85.54,4,Sun,64
5723,S003,27.67,6,Fri,42
5724,S001,85.26,7,Sat,30
5725,S003,76.83,2,Sat,64
5726,S002,87.53,5,Fri,51
5727,S003,60.13,6,Fri,52
5728,S004,81.55,4,Sat,39
5729,S003,59.48,1,Fri,57
5730,S004,24.86,7,Thu,28
5731,S001,84.52,8,Fri,63
5732,S004,56.98,8,Mon,44
5733,S001,75.29,2,Tue,67
5734,S001,92.98,4,Wed,28
5735,S003,81.71,5,Sun,32
5736,S001,94.21,3,Sat,45
5737,S001,69.25,4,Sun,24
5738,S004,15.12,9,Fri,35
5739,S002,100.01,6,Fri,38
5740,S004,51.56,3,Sat,62
5741,S004,54.29,7,Sat,36
5742,S001,88.92,7,Sun,53
5743,S001,84.9,4,Sun,44
5744,S004,65.85,4,Thu,18
5745,S003,42.13,4,Mon,53
5746,S002,106.49,1,Sun,40
5747,S001,74.4,3,Fri,33
5748,S001,54.98,5,Tue,23
5749,S004,56.38,6,Tue,65
5750,S003,96.47,7,Tue,58
5751,S001,70.28,8,Sun,38
5752,S001,79.74,9,Mon,54
5753,S004,63.32,4,Wed,18
5754,S001,92.07,9,Tue,52
5755,S002,70.64,9,Wed,30
5756,S002,110.32,2,Tue,22
5757,S002,79.18,4,Mon,45
5758,S004,106.67,6,Wed,31
5759,S004,71.77,2,Mon,54
5760,S001,62.38,4,Tue,41
5761,S003,39.77,7,Sat,48
5762,S003,63.82,4,Fri,61
5763,S001,54.52,4,Mon,61
5764,S003,75.75,5,Thu,64
5765,S004,84.47,6,Mon,36
5766,S003,71.16,6,Thu,35
5767,S003,74.67,5,Wed,57
5768,S002,79.38,7,Fri,26
5769,S003,55.54,4,Thu,61
5770,S004,24.45,2,Thu,60
5771,S002,15.83,3,Mon,32
5772,S001,87.5,7,Tue,69
5773,S001,94.91,6,Tue,29
5774,S003,94.81,3,Sat,40
5775,S004,115.39,2,Wed,33
5776,S002,83.48,7,Fri,30
5777,S002,91.05,7,Tue,26
5778,S001,69.25,10,Thu,43
5779,S004,80.41,2,Fri,30
5780,S002,60.97,4,Mon,50
5781,S001,82.21,6,Thu,44
5782,S003,67.65,5,Thu,22
5783,S002,112.89,5,Tue,45
5784,S001,123.57,3,Thu,31
5785,S004,106.13,5,Thu,49
5786,S004,91.22,7,Mon,42
5787,S002,65.41,6,Mon,48
5788,S001,38.86,4,Thu,46
5789,S003,101.45,4,Thu,20
5790,S002,45.61,5,Tue,22
5791,S002,65.54,8,Sat,49
5792,S002,72.78,3,Sat,63
5793,S002,71.73,4,Fri,61
5794,S001,89.75,8,Fri,48
5795,S003,76.39,6,Wed,24
5796,S003,77.78,6,Sat,50
5797,S001,63.55,6,Tue,23
5798,S003,78.89,3,Mon,61
5799,S002,84.87,5,Sun,53
5800,S003,92.34,7,Sun,64
5801,S004,75.8,7,Sat,48
5802,S002,57.49,6,Wed,59
5803,S004,82.51,9,Sun,63
5804,S004,72.71,8,Wed,45
5805,S002,65.48,3,Tue,27
5806,S002,110.93,5,Wed,66
5807,S002,70.01,6,Sat,26
5808,S004,48.09,3,Sun,58
5809,S001,69.94,6,Thu,29
5810,S003,74.65,4,Sat,18
5811,S002,57.84,1,Fri,38
5812,S004,58.64,7,Sun,49
5813,S002,50.79,6,Mon,19
5814,S004,37.08,3,Thu,61
5815,S001,64.08,4,Sun,37
5816,S003,68.44,5,Fri,47
5817,S001,83.36,4,Mon,68
5818,S002,58.94,5,Thu,46
5819,S004,72.5,4,Wed,35
5820,S002,82.34,2,Wed,31
5821,S003,66.36,4,Tue,28
5822,S001,62.14,3,Sun,48
5823,S003,67.66,4,Sun,61
